matric_number,entry_mode_code,socio_band_code,prior_cgpa,ca_mean,ca_variance,momentum,attendance_rate,clicks_total,duration_total_min,resource_breadth,submission_timeliness,engagement_index,forum_posts_count,login_frequency,is_at_risk
MAT-2024-0729,1,0,2.18,38.12,32.23,0.45,77.09,244,728.18,3,-18.59,130.84,6,15,1
MAT-2024-0730,0,2,1.0,20.78,19.5,0.92,57.23,213,419.56,5,5.81,110.09,5,23,1
MAT-2024-0731,2,1,4.0,77.4,8.31,1.18,26.22,242,699.2,8,16.89,108.69,6,23,0
MAT-2024-0732,0,1,2.54,53.64,5.56,-0.09,56.16,263,711.7,1,-1.4,130.46,5,23,0
MAT-2024-0733,2,1,3.64,76.67,9.44,-0.28,82.21,232,711.29,5,-6.23,127.68,6,20,0
MAT-2024-0734,0,1,3.29,57.67,1.54,-1.54,56.83,257,477.08,10,23.14,126.53,11,22,1
MAT-2024-0735,1,1,1.09,20.72,21.98,0.66,26.8,265,765.76,7,-6.78,118.32,5,20,1
MAT-2024-0736,1,0,3.03,62.17,28.62,1.19,45.89,236,372.69,10,-16.71,113.76,4,18,0
MAT-2024-0737,0,0,2.32,45.73,21.69,1.61,33.78,208,582.61,8,-4.36,98.11,4,19,1
MAT-2024-0738,0,0,3.19,63.39,11.11,-1.01,55.33,269,809.06,8,2.65,131.13,0,23,0
MAT-2024-0739,0,0,2.92,78.0,0.0,0.44,89.1,245,786.9,8,21.3,135.04,4,26,0
MAT-2024-0740,2,0,2.69,60.56,3.8,0.9,96.61,238,618.24,6,-12.48,135.64,4,17,0
MAT-2024-0741,1,1,2.86,54.5,1.32,0.25,56.03,234,817.81,8,23.09,117.41,6,19,1
MAT-2024-0742,1,2,3.06,65.67,0.68,-2.24,68.03,269,672.23,4,-4.34,137.01,6,19,0
MAT-2024-0743,0,1,2.24,46.03,14.24,1.49,46.5,232,374.98,5,-7.87,113.4,5,20,1
MAT-2024-0744,0,1,2.54,45.04,6.87,-1.4,65.71,248,452.51,9,-10.26,126.68,9,23,1
MAT-2024-0745,0,1,3.66,65.97,7.65,-0.97,43.63,247,704.44,12,-10.25,116.85,1,17,0
MAT-2024-0746,0,2,1.81,33.74,5.34,-0.3,65.19,228,777.87,1,13.9,120.08,6,19,1
MAT-2024-0747,1,1,2.95,59.88,20.98,-0.01,14.89,255,449.54,13,-0.8,108.36,6,16,1
MAT-2024-0748,0,1,2.23,43.52,3.99,0.64,37.17,258,689.01,7,-13.75,119.67,10,16,1
MAT-2024-0749,0,2,3.06,53.56,0.95,-0.8,80.43,261,546.38,6,-20.26,138.37,4,21,0
MAT-2024-0750,2,2,3.25,60.96,15.65,0.98,74.84,244,750.1,8,-12.76,128.94,7,19,0
MAT-2024-0751,1,0,4.0,90.33,0.0,-0.37,77.09,251,544.38,13,8.16,131.64,3,39,0
MAT-2024-0752,2,1,3.31,65.52,11.76,0.62,49.74,236,398.14,8,3.24,115.7,6,19,1
MAT-2024-0753,1,1,2.2,53.15,12.74,-0.5,67.18,256,813.88,9,-6.17,130.47,4,25,1
MAT-2024-0754,2,0,2.88,53.28,25.56,0.51,78.33,242,817.6,4,28.48,130.33,5,29,1
MAT-2024-0755,0,0,1.86,41.4,11.04,-1.99,48.06,266,654.16,11,-1.21,126.42,4,19,1
MAT-2024-0756,0,1,2.29,53.62,10.6,0.23,75.43,254,634.84,14,10.41,131.97,3,28,0
MAT-2024-0757,0,1,4.0,72.67,0.0,0.47,60.71,253,408.84,10,24.59,126.48,8,33,0
MAT-2024-0758,2,1,3.07,57.3,6.46,1.38,55.96,238,816.76,7,36.09,119.18,5,21,0
MAT-2024-0759,1,0,4.0,82.85,14.07,-0.18,18.02,225,367.55,8,-19.83,98.61,5,22,0
MAT-2024-0760,0,1,3.57,75.33,4.91,0.89,73.22,237,630.2,6,10.6,125.89,3,15,0
MAT-2024-0761,0,0,3.09,59.33,13.01,0.53,81.01,268,661.13,3,3.35,142.0,3,25,0
MAT-2024-0762,2,2,1.96,38.96,12.13,-1.53,33.17,251,636.2,4,-29.96,115.87,5,21,1
MAT-2024-0763,2,2,4.0,78.93,5.68,-0.14,33.34,246,434.64,1,-0.48,114.54,2,28,0
MAT-2024-0764,0,1,3.24,67.22,9.91,-1.7,69.88,273,787.28,14,-28.84,137.35,3,16,0
MAT-2024-0765,1,1,2.57,68.67,10.24,-0.71,44.76,241,576.01,6,-9.76,116.1,10,22,0
MAT-2024-0766,0,1,3.33,86.42,8.47,0.78,72.42,273,585.79,8,42.55,139.57,5,20,0
MAT-2024-0767,2,0,2.76,53.67,22.65,-0.27,39.58,244,802.04,5,8.23,115.43,4,24,1
MAT-2024-0768,0,0,2.35,33.0,4.21,0.54,93.96,241,813.61,11,17.12,134.78,8,19,1
MAT-2024-0769,0,1,3.08,34.0,0.0,-1.04,41.63,225,494.12,10,3.24,107.65,6,17,1
MAT-2024-0770,0,0,2.78,56.39,7.57,-1.22,29.16,214,720.34,3,27.74,99.66,6,14,1
MAT-2024-0771,0,1,2.47,50.0,23.21,-0.39,58.88,251,383.75,11,7.47,124.75,6,22,1
MAT-2024-0772,1,1,3.68,76.67,0.0,0.58,48.85,245,611.47,4,43.15,119.74,9,29,0
MAT-2024-0773,2,2,2.91,77.67,34.81,-0.67,38.47,257,517.81,11,-4.3,118.99,4,19,0
MAT-2024-0774,0,0,2.11,37.87,24.07,0.5,74.05,259,501.96,5,-4.53,135.22,2,16,1
MAT-2024-0775,1,2,2.74,54.8,11.25,-1.6,90.54,243,635.56,5,15.21,135.42,6,15,0
MAT-2024-0776,0,1,2.45,43.77,18.57,1.22,55.49,245,615.81,12,-19.78,120.8,6,24,1
MAT-2024-0777,1,1,3.61,72.72,3.34,-0.11,20.52,246,408.28,3,-12.34,109.01,6,15,0
MAT-2024-0778,0,1,3.46,65.71,8.11,-0.41,79.12,261,569.42,14,10.3,136.25,2,17,0
MAT-2024-0779,0,1,1.91,36.33,0.0,1.78,72.64,274,900.33,13,4.74,139.06,1,20,1
MAT-2024-0780,0,2,3.11,60.83,1.82,-1.25,72.15,242,604.46,6,-13.19,127.46,2,26,0
MAT-2024-0781,0,0,2.54,43.76,10.69,0.86,57.63,263,806.67,9,-2.6,129.45,1,19,1
MAT-2024-0782,0,1,3.78,83.37,8.28,0.76,10.69,267,637.33,8,29.78,112.48,5,15,0
MAT-2024-0783,0,1,1.89,28.0,1.69,-1.34,49.99,259,417.36,13,20.69,124.0,7,23,1
MAT-2024-0784,0,2,2.9,55.21,12.99,-1.4,76.41,242,375.34,8,-6.79,128.76,2,19,1
MAT-2024-0785,2,1,1.82,21.17,7.67,-0.45,71.64,252,727.32,11,23.77,130.26,5,12,1
MAT-2024-0786,0,1,2.97,66.5,17.67,0.19,48.2,228,537.48,7,23.32,112.08,5,24,1
MAT-2024-0787,2,0,3.22,53.25,7.71,1.37,61.39,256,511.48,14,-36.33,127.16,5,20,0
MAT-2024-0788,0,0,3.24,71.83,5.52,0.25,51.36,260,873.26,14,-4.9,124.74,3,23,0
MAT-2024-0789,0,0,1.76,33.85,7.79,0.17,56.19,245,678.85,11,57.76,121.28,2,25,1
MAT-2024-0790,1,0,3.03,62.47,4.85,-1.01,54.15,268,867.87,8,45.69,130.26,4,21,1
MAT-2024-0791,2,1,3.13,73.17,12.1,-0.22,53.09,232,665.43,6,2.06,115.84,2,15,1
MAT-2024-0792,2,0,1.29,27.44,26.24,-0.56,41.77,250,824.11,11,3.64,117.51,7,15,1
MAT-2024-0793,0,1,2.14,39.5,9.31,1.79,93.93,253,590.2,14,-41.8,138.97,5,17,1
MAT-2024-0794,0,1,2.89,50.17,10.0,0.69,94.17,239,693.67,3,6.4,135.67,7,22,0
MAT-2024-0795,0,0,2.32,52.22,18.1,1.41,63.31,258,876.48,5,-18.15,130.52,6,16,0
MAT-2024-0796,2,1,2.63,61.67,9.35,0.08,43.79,276,720.46,9,-23.11,129.12,4,23,1
MAT-2024-0797,2,1,3.94,82.67,10.88,-0.2,62.98,238,499.45,3,14.45,122.79,2,14,0
MAT-2024-0798,0,1,2.32,39.78,7.72,-0.19,51.39,258,456.85,1,-35.84,126.56,1,14,1
MAT-2024-0799,1,1,2.38,45.7,19.0,1.2,12.88,223,641.01,5,39.98,96.35,3,20,1
MAT-2024-0800,1,1,2.54,65.0,10.75,0.28,52.04,222,692.02,9,33.98,110.82,6,21,1
MAT-2024-0801,1,1,3.5,62.9,12.4,0.66,51.65,257,513.93,4,-47.17,125.66,7,19,0
MAT-2024-0802,0,0,3.4,72.71,16.94,-1.62,30.43,257,715.47,7,-17.8,116.57,3,20,0
MAT-2024-0803,0,2,3.36,61.67,2.91,1.23,50.49,234,585.89,9,5.76,115.0,7,19,0
MAT-2024-0804,0,2,1.88,45.21,25.28,-0.25,38.78,246,558.13,3,30.93,116.31,4,18,1
MAT-2024-0805,2,0,3.03,60.93,6.87,1.98,66.8,232,696.31,10,22.81,120.52,2,21,0
MAT-2024-0806,0,1,2.56,58.5,10.78,-0.79,32.59,269,722.78,13,-3.8,121.04,4,25,1
MAT-2024-0807,1,2,3.11,69.0,19.52,0.93,76.81,253,574.02,1,33.73,134.72,3,19,0
MAT-2024-0808,2,2,1.74,36.56,20.52,1.48,71.13,248,688.33,5,-12.34,129.65,5,17,1
MAT-2024-0809,0,1,2.55,49.17,10.8,-1.07,90.96,259,627.14,2,1.28,142.58,5,9,0
MAT-2024-0810,1,1,3.21,65.33,5.29,-0.56,17.07,261,695.05,13,9.29,111.63,5,21,1
MAT-2024-0811,0,2,3.01,52.17,16.87,-0.94,90.38,250,645.62,1,-27.99,138.95,3,16,0
MAT-2024-0812,0,1,2.34,45.2,25.03,-0.58,68.24,261,890.95,9,54.68,132.9,4,17,1
MAT-2024-0813,2,0,2.65,50.19,1.87,-0.27,84.6,254,711.9,12,-34.1,136.04,4,15,1
MAT-2024-0814,0,1,3.2,78.17,0.12,0.9,46.39,248,773.85,13,2.64,118.16,7,21,0
MAT-2024-0815,0,1,3.04,56.48,15.38,-0.11,54.86,290,972.59,12,0.81,138.54,6,22,0
MAT-2024-0816,1,1,3.92,82.57,7.5,-1.35,32.9,262,644.89,6,-8.12,119.76,8,27,0
MAT-2024-0817,0,1,3.05,62.29,1.86,-0.71,20.92,216,707.31,6,4.5,96.57,7,18,0
MAT-2024-0818,0,1,2.56,50.48,11.84,-0.94,88.4,239,387.25,13,4.0,131.36,4,12,0
MAT-2024-0819,1,0,1.61,34.67,7.86,1.29,30.52,270,739.73,3,37.4,122.61,6,24,1
MAT-2024-0820,0,0,3.59,76.67,0.35,-0.01,35.92,245,472.75,11,-35.18,113.17,10,13,0
MAT-2024-0821,2,1,2.27,48.5,12.58,-0.63,72.06,285,957.6,4,-9.41,145.02,3,15,1
MAT-2024-0822,0,2,2.95,62.81,7.86,-0.5,82.42,229,467.13,7,-8.32,126.17,3,18,0
MAT-2024-0823,1,1,4.0,73.2,5.85,1.25,29.7,227,683.62,7,-32.05,104.28,6,19,0
MAT-2024-0824,1,1,1.97,27.67,0.0,1.52,48.83,261,808.14,14,28.98,124.13,3,16,1
MAT-2024-0825,0,0,3.3,64.56,6.48,0.52,35.46,254,397.85,9,14.13,116.98,9,25,1
MAT-2024-0826,1,2,2.13,39.78,10.27,-0.27,34.35,267,905.71,10,-12.6,121.54,7,21,1
MAT-2024-0827,0,1,3.2,62.71,5.05,-0.58,79.35,247,649.81,4,-2.8,132.74,3,20,0
MAT-2024-0828,1,1,2.33,46.83,10.99,-0.74,38.16,252,428.63,11,17.44,116.86,6,16,1
MAT-2024-0829,1,2,2.02,40.67,6.86,0.73,58.83,253,402.13,5,-3.73,126.73,6,25,1
MAT-2024-0830,0,1,2.72,57.25,10.17,0.17,59.04,276,774.85,2,-9.5,136.62,7,17,0
MAT-2024-0831,1,1,2.18,50.44,20.12,0.72,45.28,243,793.67,11,13.76,116.11,0,22,1
MAT-2024-0832,0,0,3.41,73.44,4.06,-1.25,83.72,253,777.31,13,27.62,135.09,5,13,0
MAT-2024-0833,1,0,2.86,50.22,27.71,-1.42,26.75,247,632.01,9,-34.12,110.7,3,17,1
MAT-2024-0834,1,0,3.04,62.58,10.06,0.06,52.06,247,487.97,6,-28.95,121.42,5,16,1
MAT-2024-0835,0,1,3.14,60.67,21.58,0.78,53.27,256,719.3,8,-2.6,125.11,5,17,0
MAT-2024-0836,0,1,1.86,45.33,17.99,0.32,55.03,243,407.88,7,53.75,120.81,2,14,1
MAT-2024-0837,1,2,2.56,41.67,0.0,-0.18,35.78,272,489.43,13,21.65,123.51,2,27,1
MAT-2024-0838,0,2,2.23,47.05,18.46,-0.3,66.93,252,751.31,12,28.65,128.17,8,14,1
MAT-2024-0839,0,1,2.81,52.9,31.69,0.34,71.12,232,396.05,14,4.9,121.45,8,17,1
MAT-2024-0840,0,1,2.22,30.67,0.0,-0.25,76.53,263,476.71,13,-28.51,136.21,6,21,1
MAT-2024-0841,1,0,2.91,51.21,22.73,-0.26,62.75,235,498.96,7,16.63,120.7,0,16,1
MAT-2024-0842,0,1,2.5,42.44,30.58,0.31,44.83,266,776.26,2,-37.57,126.93,5,27,1
MAT-2024-0843,2,0,3.04,62.73,11.81,-0.82,35.95,245,467.66,5,-6.22,114.38,5,20,1
MAT-2024-0844,0,1,3.37,91.33,0.0,-0.05,69.02,270,862.29,6,-21.58,137.41,7,21,0
MAT-2024-0845,1,2,3.57,66.83,12.29,-0.77,92.14,259,718.71,2,8.6,143.06,4,14,0
MAT-2024-0846,0,1,4.0,81.61,4.29,-0.83,46.22,240,593.12,1,29.38,117.29,6,19,0
MAT-2024-0847,0,0,2.56,63.92,16.77,-0.09,87.49,240,515.66,9,36.22,132.2,3,27,0
MAT-2024-0848,2,0,2.5,50.2,9.87,-0.41,42.98,226,382.32,3,-11.65,109.99,4,32,1
MAT-2024-0849,2,1,3.45,74.85,16.34,1.75,89.75,256,408.72,5,-26.86,140.3,2,27,0
MAT-2024-0850,0,0,3.82,75.55,13.38,0.73,72.59,249,611.78,8,-55.25,130.04,2,22,0
MAT-2024-0851,0,1,2.69,56.92,13.55,0.39,50.1,273,887.87,13,-39.84,129.64,6,16,1
MAT-2024-0852,2,0,3.16,59.33,10.85,-0.51,34.6,230,349.2,14,21.92,106.04,9,18,1
MAT-2024-0853,0,1,2.68,56.33,3.35,1.51,50.58,283,554.56,6,-34.67,135.23,6,21,0
MAT-2024-0854,0,0,3.94,76.0,4.63,-0.39,90.47,277,747.01,1,28.53,149.79,4,23,0
MAT-2024-0855,0,0,2.5,49.57,2.63,-1.97,54.11,233,704.72,12,-17.21,115.44,3,28,1
MAT-2024-0856,0,2,3.3,77.5,3.8,-0.05,38.5,259,548.36,6,6.16,120.8,6,21,0
MAT-2024-0857,1,1,3.62,80.81,5.62,-0.14,38.78,256,696.52,2,2.09,120.51,3,17,0
MAT-2024-0858,0,0,2.27,54.07,1.69,0.28,57.31,242,733.37,8,8.04,121.12,5,26,1
MAT-2024-0859,2,0,2.49,48.0,1.0,0.27,80.71,246,700.36,11,-1.09,131.48,7,20,1
MAT-2024-0860,1,2,3.34,66.17,2.72,0.84,85.28,269,488.82,14,-0.77,141.91,6,21,0
MAT-2024-0861,1,1,3.52,75.56,23.02,1.4,85.1,270,540.71,14,48.7,142.24,6,20,0
MAT-2024-0862,0,1,3.07,62.37,16.49,0.49,40.5,263,603.25,1,8.41,124.2,7,15,0
MAT-2024-0863,2,2,3.02,55.37,14.47,1.63,45.13,237,746.61,7,-12.22,114.45,4,14,1
MAT-2024-0864,0,0,3.02,60.79,9.84,0.07,70.65,252,662.9,12,-38.7,129.66,9,13,0
MAT-2024-0865,1,1,4.0,71.33,0.0,0.85,65.16,248,854.9,5,14.21,127.26,4,23,0
MAT-2024-0866,1,0,2.75,60.8,14.49,-0.38,42.33,251,558.47,11,-2.04,118.13,5,14,1
MAT-2024-0867,0,0,2.95,44.67,0.91,-0.36,47.19,282,631.7,5,-20.07,133.68,6,20,1
MAT-2024-0868,0,1,3.08,56.3,21.2,1.23,74.62,230,641.99,2,16.53,124.45,3,17,0
MAT-2024-0869,0,0,3.69,77.57,27.42,-0.21,48.48,264,851.57,4,15.13,127.19,7,18,0
MAT-2024-0870,1,0,2.11,43.94,20.67,1.13,63.84,226,472.92,4,11.53,118.14,8,23,1
MAT-2024-0871,0,1,2.51,46.67,15.39,1.96,73.43,235,750.33,9,6.03,124.57,5,17,1
MAT-2024-0872,0,1,2.76,59.73,14.1,-0.43,65.55,261,778.98,3,14.18,133.02,6,21,0
MAT-2024-0873,0,1,3.01,71.0,0.0,-1.09,60.58,264,446.56,10,-2.8,130.83,6,24,0
MAT-2024-0874,0,0,2.2,44.33,0.0,-1.37,46.91,235,524.41,2,15.11,115.36,11,25,1
MAT-2024-0875,0,0,3.04,62.73,14.23,-0.6,73.23,300,715.46,12,36.59,149.89,4,20,0
MAT-2024-0876,0,1,2.8,63.0,15.67,-1.97,76.41,225,502.65,11,-3.0,121.36,5,12,0
MAT-2024-0877,0,2,3.17,65.0,5.76,1.9,43.2,273,714.82,8,-22.5,127.88,3,15,0
MAT-2024-0878,0,1,1.86,37.17,5.85,-1.81,92.98,232,706.16,14,14.08,130.19,5,13,1
MAT-2024-0879,1,1,2.96,65.4,15.1,-0.38,81.08,242,736.21,5,3.62,131.23,5,21,0
MAT-2024-0880,1,1,2.27,44.67,22.8,-0.15,88.78,233,550.31,1,-15.94,131.51,4,15,0
MAT-2024-0881,2,1,2.84,59.27,10.49,0.43,68.66,245,550.05,12,24.83,126.06,5,24,1
MAT-2024-0882,0,1,3.43,72.24,13.98,1.84,40.1,272,599.57,13,22.0,125.24,8,24,1
MAT-2024-0883,1,0,3.43,67.6,5.74,-1.11,52.62,243,746.61,11,1.97,119.05,6,20,0
MAT-2024-0884,2,1,1.44,27.39,23.71,-0.03,59.77,240,617.38,14,-23.71,120.11,5,17,1
MAT-2024-0885,0,2,2.48,47.25,23.86,0.22,81.66,261,780.2,6,-11.06,138.86,4,19,1
MAT-2024-0886,2,2,1.0,19.9,7.58,0.58,80.91,267,432.7,9,23.06,140.36,5,29,1
MAT-2024-0887,1,1,2.92,54.38,16.11,0.51,58.61,267,455.23,9,5.09,131.44,5,19,1
MAT-2024-0888,1,2,3.13,76.89,8.74,0.92,13.36,231,653.72,14,27.76,97.94,4,33,1
MAT-2024-0889,0,0,3.65,67.04,10.58,-1.02,88.73,252,541.33,7,26.22,137.89,6,19,0
MAT-2024-0890,0,0,2.82,70.67,9.08,0.3,53.28,236,648.76,3,-49.83,118.11,6,22,0
MAT-2024-0891,0,2,4.0,79.0,4.41,0.7,40.68,244,581.34,1,34.13,116.67,2,16,0
MAT-2024-0892,2,0,2.53,41.05,8.87,1.25,85.44,218,503.98,8,-4.8,122.78,4,11,1
MAT-2024-0893,1,0,3.84,66.53,6.63,-0.93,67.07,257,622.03,14,37.86,129.83,5,22,0
MAT-2024-0894,0,1,2.67,51.29,16.75,-1.09,69.75,239,529.36,11,24.56,124.3,3,11,1
MAT-2024-0895,0,0,3.44,78.0,0.0,0.04,66.97,231,361.86,7,-20.17,120.79,2,22,0
MAT-2024-0896,1,1,3.67,72.87,6.43,0.58,60.64,208,469.39,3,21.83,109.86,2,20,0
MAT-2024-0897,0,1,1.2,29.33,38.3,1.36,76.57,225,630.05,11,-13.46,121.43,1,24,1
MAT-2024-0898,2,1,3.58,73.89,7.65,-0.08,54.75,257,464.36,5,8.57,126.7,0,23,0
MAT-2024-0899,0,1,1.85,35.67,0.0,0.08,65.47,252,781.13,1,47.6,129.79,5,15,1
MAT-2024-0900,0,0,3.0,64.0,29.22,0.56,17.81,254,800.65,7,9.31,110.32,5,21,1
MAT-2024-0901,2,2,1.72,35.67,22.6,-1.13,75.28,249,648.62,11,14.32,130.51,5,23,1
MAT-2024-0902,1,1,4.0,72.0,0.0,1.06,64.09,246,626.53,5,-40.77,126.04,4,20,0
MAT-2024-0903,0,0,2.33,50.76,22.2,0.55,53.1,249,613.71,11,-66.13,121.64,8,16,1
MAT-2024-0904,0,0,3.44,65.0,8.51,-1.7,85.12,239,419.5,8,-15.27,131.05,5,15,0
MAT-2024-0905,0,0,1.49,30.33,0.0,1.27,62.09,274,591.05,2,3.09,137.04,4,22,1
MAT-2024-0906,0,0,3.28,61.96,15.64,-0.38,83.08,240,515.64,13,7.23,129.63,3,16,0
MAT-2024-0907,0,1,2.47,48.89,9.14,0.13,53.7,259,900.28,11,-32.58,125.88,3,9,1
MAT-2024-0908,0,0,3.99,80.12,17.95,-0.37,61.1,230,772.43,4,-18.47,118.64,0,24,0
MAT-2024-0909,0,1,2.33,60.19,24.06,1.05,40.26,253,733.05,3,4.32,119.7,5,27,1
MAT-2024-0910,0,1,3.33,74.11,1.94,0.44,48.4,237,504.6,11,36.22,114.96,5,25,0
MAT-2024-0911,1,2,2.88,53.61,6.65,0.18,63.28,256,482.84,11,37.31,128.51,4,19,0
MAT-2024-0912,0,2,3.42,75.78,23.4,0.5,94.26,246,490.55,14,-11.4,136.3,4,18,0
MAT-2024-0913,0,2,2.83,56.22,11.98,0.0,87.55,281,575.02,2,7.32,150.02,3,18,0
MAT-2024-0914,1,1,3.45,67.6,11.0,1.44,92.07,228,703.91,2,7.23,130.63,5,15,0
MAT-2024-0915,2,1,2.76,57.56,10.03,-0.46,77.26,251,481.01,8,22.42,132.7,11,20,0
MAT-2024-0916,0,1,2.14,52.25,6.71,0.73,65.9,258,595.6,14,30.05,129.76,5,26,1
MAT-2024-0917,1,0,2.98,58.03,16.42,1.43,49.67,277,661.72,14,-42.98,130.87,4,22,0
MAT-2024-0918,0,0,3.38,69.83,0.12,0.14,75.7,234,765.23,2,38.75,126.48,2,15,0
MAT-2024-0919,1,0,2.32,45.78,28.7,0.59,93.62,260,453.78,6,-1.25,143.25,7,17,0
MAT-2024-0920,2,1,2.57,61.39,10.02,-1.04,44.32,253,881.62,7,34.94,120.53,4,18,1
MAT-2024-0921,2,1,2.31,26.0,0.0,-0.67,56.27,268,553.79,9,-32.72,130.91,3,21,1
MAT-2024-0922,0,1,2.82,60.52,15.24,-0.82,62.18,251,562.01,2,-23.23,127.87,5,17,1
MAT-2024-0923,2,2,2.13,40.38,9.88,0.53,87.27,251,647.54,10,4.63,136.31,8,17,1
MAT-2024-0924,1,1,3.4,72.33,7.14,-0.24,57.63,234,474.77,6,-3.22,118.45,5,18,0
MAT-2024-0925,2,2,2.87,64.0,0.0,-1.16,38.53,248,478.54,5,-7.02,116.61,4,20,0
MAT-2024-0926,0,2,3.17,59.11,12.22,1.52,54.67,249,558.87,10,-17.13,122.47,7,16,0
MAT-2024-0927,0,1,3.01,60.43,9.31,0.69,67.05,262,747.63,7,21.45,133.22,7,21,0
MAT-2024-0928,0,1,3.44,48.67,0.0,1.43,31.38,263,453.46,10,-31.49,118.75,5,18,0
MAT-2024-0929,1,1,4.0,78.37,3.79,0.13,28.49,248,508.18,11,16.12,111.4,1,24,0
MAT-2024-0930,0,1,2.74,62.89,3.04,0.92,56.93,249,860.03,3,4.22,124.77,2,21,1
MAT-2024-0931,0,1,2.81,54.21,12.34,-0.46,58.11,248,744.8,9,26.08,123.64,1,20,0
MAT-2024-0932,1,1,1.34,25.94,11.82,-0.92,31.13,243,650.32,9,-25.59,110.85,4,18,1
MAT-2024-0933,0,0,2.53,51.58,15.38,-0.14,52.96,295,616.23,4,4.09,141.38,4,21,1
MAT-2024-0934,0,0,3.5,74.62,7.26,-1.07,87.89,253,774.58,1,37.51,139.16,4,22,0
MAT-2024-0935,1,0,2.88,45.44,14.51,-0.79,35.94,250,558.97,6,9.68,116.18,3,22,1
MAT-2024-0936,0,2,2.22,54.24,17.8,0.88,61.05,266,647.53,13,11.96,131.22,7,18,1
MAT-2024-0937,0,2,3.01,77.08,18.55,-0.5,79.73,267,493.76,8,-15.06,140.09,4,14,0
MAT-2024-0938,0,1,3.22,67.08,4.23,-1.46,27.12,223,368.82,2,-0.88,102.65,6,23,1
MAT-2024-0939,1,0,3.47,77.67,11.17,1.56,82.13,229,747.8,7,16.16,126.05,7,12,0
MAT-2024-0940,1,1,2.8,55.22,2.22,-2.3,50.96,250,596.64,9,29.1,121.58,4,21,1
MAT-2024-0941,0,0,3.28,68.0,8.93,-0.59,48.81,259,892.54,2,17.76,125.72,5,26,0
MAT-2024-0942,2,1,3.55,66.83,3.42,0.04,45.5,232,805.89,2,50.69,113.6,3,21,0
MAT-2024-0943,2,1,3.19,50.9,17.36,0.07,73.22,253,842.17,12,-19.88,131.09,3,21,0
MAT-2024-0944,2,2,3.24,70.7,15.03,-1.01,59.97,212,498.23,13,-26.53,109.19,6,19,0
MAT-2024-0945,1,2,3.05,59.67,18.8,-0.91,86.73,258,449.63,1,-4.55,140.69,5,17,0
MAT-2024-0946,0,0,2.61,55.96,13.62,-1.18,17.87,240,672.65,10,5.42,104.15,4,25,1
MAT-2024-0947,0,1,2.38,55.5,19.8,-0.36,44.46,254,530.48,12,12.31,119.98,5,26,1
MAT-2024-0948,0,1,2.04,43.13,21.49,-0.81,67.96,269,651.83,7,43.51,136.38,3,17,1
MAT-2024-0949,0,1,1.53,42.67,18.06,0.46,53.14,229,642.43,6,49.09,114.66,6,27,1
MAT-2024-0950,1,1,3.14,66.67,9.3,2.04,70.87,263,824.19,6,-2.1,135.35,3,21,0
MAT-2024-0951,0,0,3.55,68.67,0.0,-1.5,44.16,250,651.04,4,-19.93,119.86,5,12,0
MAT-2024-0952,0,1,2.73,81.0,0.0,-1.2,78.73,234,600.75,2,-18.57,127.69,5,20,0
MAT-2024-0953,0,1,3.21,64.3,25.16,2.08,61.11,266,424.96,6,3.17,132.64,5,17,0
MAT-2024-0954,0,0,1.85,37.64,14.5,-1.57,51.93,244,781.41,4,-9.36,120.57,7,19,1
MAT-2024-0955,2,2,2.23,25.5,1.82,0.23,59.91,252,799.82,7,-10.46,126.36,3,14,1
MAT-2024-0956,0,1,3.86,79.0,4.29,-0.11,56.8,235,653.69,8,22.54,118.12,7,17,0
MAT-2024-0957,0,1,2.52,36.33,3.14,-0.14,77.79,249,653.02,2,0.48,133.32,6,19,1
MAT-2024-0958,0,1,2.78,58.71,11.81,-0.88,32.71,236,687.51,6,-10.22,109.28,5,16,0
MAT-2024-0959,0,1,2.48,44.7,20.36,0.81,74.29,213,476.27,7,32.44,116.52,6,15,0
MAT-2024-0960,0,1,2.28,46.74,11.32,0.73,77.57,264,622.62,4,22.65,138.83,7,29,0
MAT-2024-0961,0,0,1.66,28.0,0.0,1.32,47.63,235,430.96,2,6.63,115.65,4,20,1
MAT-2024-0962,0,0,3.49,73.1,23.58,-0.08,57.12,263,915.54,11,-9.83,128.85,4,23,0
MAT-2024-0963,0,0,1.0,17.5,4.62,-1.98,71.86,268,801.93,14,25.01,136.14,7,11,1
MAT-2024-0964,1,0,3.97,77.44,3.68,0.74,72.65,257,827.91,11,-19.98,132.66,2,23,0
MAT-2024-0965,0,1,3.5,77.33,18.4,-1.13,61.14,249,553.48,11,-43.99,124.86,3,18,0
MAT-2024-0966,1,1,2.89,60.52,28.96,-0.3,54.66,241,573.66,8,27.88,119.66,4,19,1
MAT-2024-0967,0,0,3.3,78.33,0.0,1.64,22.95,249,394.13,8,-18.29,110.18,7,21,0
MAT-2024-0968,1,0,2.55,41.12,6.65,-1.79,28.8,260,758.38,12,-1.27,116.12,8,21,1
MAT-2024-0969,0,0,3.01,77.11,2.43,0.44,63.91,281,795.81,7,-0.64,139.56,10,18,0
MAT-2024-0970,0,2,2.95,52.7,18.27,0.53,28.73,239,365.03,7,16.99,108.69,8,18,1
MAT-2024-0971,0,0,2.53,47.29,11.27,-0.58,67.72,222,714.9,12,27.84,116.49,7,19,1
