matric_number,course_code,course_title,ca_score_30
MAT-2024-0845,ENG 101,Engineering Mechanics,25.7
MAT-2024-0846,MAT 101,General Mathematics I,22.2
MAT-2024-0846,CSC 101,Introduction to Computer Science,27.6
MAT-2024-0846,CHM 101,General Chemistry I,22.1
MAT-2024-0846,PHY 102,Practical Physics I,26.7
MAT-2024-0846,PHY 101,General Physics I,24.2
MAT-2024-0846,ENG 101,Engineering Mechanics,24.1
MAT-2024-0847,MAT 101,General Mathematics I,24.1
MAT-2024-0847,MAT 102,General Mathematics II,21.9
MAT-2024-0847,PHY 102,Practical Physics I,17.1
MAT-2024-0847,BIO 101,General Biology I,13.6
MAT-2024-0848,CSC 101,Introduction to Computer Science,11.6
MAT-2024-0848,STA 101,Introductory Statistics,18.8
MAT-2024-0848,PHY 101,General Physics I,13.3
MAT-2024-0848,GST 101,Use of English,15.7
MAT-2024-0848,MAT 102,General Mathematics II,14.2
MAT-2024-0848,BIO 101,General Biology I,15.0
MAT-2024-0848,MAT 101,General Mathematics I,21.1
MAT-2024-0848,CSC 102,Introduction to Problem Solving,17.3
MAT-2024-0848,CHM 101,General Chemistry I,10.1
MAT-2024-0848,GST 102,Nigerian Peoples and Culture,13.5
MAT-2024-0849,MAT 101,General Mathematics I,22.7
MAT-2024-0849,MAT 102,General Mathematics II,24.6
MAT-2024-0849,STA 101,Introductory Statistics,19.7
MAT-2024-0849,CSC 101,Introduction to Computer Science,24.7
MAT-2024-0849,GST 102,Nigerian Peoples and Culture,23.1
MAT-2024-0849,PHY 101,General Physics I,24.2
MAT-2024-0849,BIO 101,General Biology I,16.3
MAT-2024-0849,GST 101,Use of English,20.3
MAT-2024-0849,ENG 101,Engineering Mechanics,28.3
MAT-2024-0849,PHY 102,Practical Physics I,15.2
MAT-2024-0849,CHM 102,Practical Chemistry I,27.9
MAT-2024-0850,MAT 102,General Mathematics II,25.0
MAT-2024-0850,STA 101,Introductory Statistics,19.1
MAT-2024-0850,BIO 101,General Biology I,20.8
MAT-2024-0850,GST 101,Use of English,23.3
MAT-2024-0850,MAT 101,General Mathematics I,25.0
MAT-2024-0850,ENG 101,Engineering Mechanics,17.1
MAT-2024-0850,CSC 101,Introduction to Computer Science,25.6
MAT-2024-0850,CSC 102,Introduction to Problem Solving,24.7
MAT-2024-0850,PHY 101,General Physics I,19.6
MAT-2024-0850,CHM 102,Practical Chemistry I,30.0
MAT-2024-0850,GST 102,Nigerian Peoples and Culture,19.1
MAT-2024-0851,CSC 102,Introduction to Problem Solving,15.4
MAT-2024-0851,BIO 101,General Biology I,16.8
MAT-2024-0851,GST 102,Nigerian Peoples and Culture,23.7
MAT-2024-0851,CHM 101,General Chemistry I,18.5
MAT-2024-0851,CHM 102,Practical Chemistry I,16.4
MAT-2024-0851,MAT 102,General Mathematics II,9.9
MAT-2024-0851,PHY 101,General Physics I,16.2
MAT-2024-0851,PHY 102,Practical Physics I,19.7
MAT-2024-0852,GST 102,Nigerian Peoples and Culture,14.1
MAT-2024-0852,STA 101,Introductory Statistics,22.1
MAT-2024-0852,CSC 102,Introduction to Problem Solving,17.2
MAT-2024-0853,CHM 101,General Chemistry I,18.6
MAT-2024-0853,PHY 102,Practical Physics I,17.4
MAT-2024-0853,GST 102,Nigerian Peoples and Culture,18.3
MAT-2024-0853,CSC 101,Introduction to Computer Science,18.2
MAT-2024-0853,PHY 101,General Physics I,18.2
MAT-2024-0853,CSC 102,Introduction to Problem Solving,14.6
MAT-2024-0853,GST 101,Use of English,13.3
MAT-2024-0853,BIO 101,General Biology I,16.6
MAT-2024-0854,GST 102,Nigerian Peoples and Culture,24.1
MAT-2024-0854,STA 101,Introductory Statistics,23.9
MAT-2024-0854,BIO 101,General Biology I,25.4
MAT-2024-0854,MAT 101,General Mathematics I,19.6
MAT-2024-0854,MAT 102,General Mathematics II,21.0
MAT-2024-0855,CSC 102,Introduction to Problem Solving,17.0
MAT-2024-0855,CSC 101,Introduction to Computer Science,16.4
MAT-2024-0855,MAT 101,General Mathematics I,13.0
MAT-2024-0855,PHY 102,Practical Physics I,13.9
MAT-2024-0855,STA 101,Introductory Statistics,13.2
MAT-2024-0855,GST 101,Use of English,13.9
MAT-2024-0855,MAT 102,General Mathematics II,16.7
MAT-2024-0856,CHM 102,Practical Chemistry I,25.2
MAT-2024-0856,GST 102,Nigerian Peoples and Culture,21.3
MAT-2024-0857,GST 101,Use of English,24.0
MAT-2024-0857,GST 102,Nigerian Peoples and Culture,22.9
MAT-2024-0857,CHM 102,Practical Chemistry I,23.8
MAT-2024-0857,BIO 101,General Biology I,22.0
MAT-2024-0857,CSC 102,Introduction to Problem Solving,21.5
MAT-2024-0857,CSC 101,Introduction to Computer Science,27.5
MAT-2024-0857,CHM 101,General Chemistry I,28.0
MAT-2024-0858,STA 101,Introductory Statistics,15.8
MAT-2024-0858,ENG 101,Engineering Mechanics,15.3
MAT-2024-0858,CHM 102,Practical Chemistry I,15.1
MAT-2024-0858,MAT 102,General Mathematics II,18.7
MAT-2024-0858,PHY 101,General Physics I,16.2
MAT-2024-0859,GST 102,Nigerian Peoples and Culture,15.4
MAT-2024-0859,CHM 102,Practical Chemistry I,13.4
MAT-2024-0860,MAT 101,General Mathematics I,18.2
MAT-2024-0860,CSC 101,Introduction to Computer Science,21.5
MAT-2024-0861,MAT 101,General Mathematics I,16.5
MAT-2024-0861,GST 101,Use of English,23.3
MAT-2024-0861,PHY 101,General Physics I,28.2
MAT-2024-0862,GST 101,Use of English,13.4
MAT-2024-0862,PHY 101,General Physics I,16.8
MAT-2024-0862,MAT 101,General Mathematics I,24.9
MAT-2024-0862,PHY 102,Practical Physics I,15.1
MAT-2024-0862,ENG 101,Engineering Mechanics,22.6
MAT-2024-0862,BIO 101,General Biology I,14.3
MAT-2024-0862,CHM 101,General Chemistry I,21.9
MAT-2024-0862,GST 102,Nigerian Peoples and Culture,20.7
MAT-2024-0863,CHM 101,General Chemistry I,18.6
MAT-2024-0863,MAT 101,General Mathematics I,15.8
MAT-2024-0863,STA 101,Introductory Statistics,10.0
MAT-2024-0863,GST 101,Use of English,22.9
MAT-2024-0863,PHY 101,General Physics I,20.1
MAT-2024-0863,CSC 102,Introduction to Problem Solving,18.7
MAT-2024-0863,GST 102,Nigerian Peoples and Culture,17.7
MAT-2024-0863,CHM 102,Practical Chemistry I,16.8
MAT-2024-0863,PHY 102,Practical Physics I,14.9
MAT-2024-0863,BIO 101,General Biology I,10.6
MAT-2024-0864,MAT 102,General Mathematics II,16.0
MAT-2024-0864,CHM 102,Practical Chemistry I,15.1
MAT-2024-0864,MAT 101,General Mathematics I,17.3
MAT-2024-0864,STA 101,Introductory Statistics,15.2
MAT-2024-0864,GST 102,Nigerian Peoples and Culture,21.1
MAT-2024-0864,ENG 101,Engineering Mechanics,19.9
MAT-2024-0864,BIO 101,General Biology I,24.6
MAT-2024-0864,CSC 101,Introduction to Computer Science,16.7
MAT-2024-0865,PHY 102,Practical Physics I,21.4
MAT-2024-0866,GST 102,Nigerian Peoples and Culture,21.1
MAT-2024-0866,MAT 101,General Mathematics I,22.2
MAT-2024-0866,PHY 101,General Physics I,17.3
MAT-2024-0866,CHM 101,General Chemistry I,19.2
MAT-2024-0866,CHM 102,Practical Chemistry I,11.4
MAT-2024-0867,GST 102,Nigerian Peoples and Culture,14.3
MAT-2024-0867,PHY 101,General Physics I,12.5
MAT-2024-0867,CSC 102,Introduction to Problem Solving,12.4
MAT-2024-0867,GST 101,Use of English,14.4
MAT-2024-0868,ENG 101,Engineering Mechanics,21.6
MAT-2024-0868,GST 101,Use of English,14.7
MAT-2024-0868,CSC 102,Introduction to Problem Solving,17.3
MAT-2024-0868,GST 102,Nigerian Peoples and Culture,24.4
MAT-2024-0868,CHM 102,Practical Chemistry I,15.6
MAT-2024-0868,CSC 101,Introduction to Computer Science,18.7
MAT-2024-0868,CHM 101,General Chemistry I,8.0
MAT-2024-0868,STA 101,Introductory Statistics,12.6
MAT-2024-0868,MAT 102,General Mathematics II,19.1
MAT-2024-0869,CSC 102,Introduction to Problem Solving,18.2
MAT-2024-0869,PHY 101,General Physics I,26.7
MAT-2024-0869,CHM 102,Practical Chemistry I,22.7
MAT-2024-0869,PHY 102,Practical Physics I,17.2
MAT-2024-0869,STA 101,Introductory Statistics,18.1
MAT-2024-0869,BIO 101,General Biology I,30.0
MAT-2024-0869,GST 102,Nigerian Peoples and Culture,30.0
MAT-2024-0870,ENG 101,Engineering Mechanics,15.0
MAT-2024-0870,PHY 101,General Physics I,20.2
MAT-2024-0870,CSC 101,Introduction to Computer Science,8.0
MAT-2024-0870,CHM 102,Practical Chemistry I,12.2
MAT-2024-0870,GST 102,Nigerian Peoples and Culture,16.9
MAT-2024-0870,MAT 102,General Mathematics II,14.9
MAT-2024-0870,CHM 101,General Chemistry I,15.1
MAT-2024-0870,PHY 102,Practical Physics I,12.8
MAT-2024-0870,CSC 102,Introduction to Problem Solving,2.0
MAT-2024-0870,GST 101,Use of English,13.7
MAT-2024-0870,BIO 101,General Biology I,14.2
MAT-2024-0871,GST 102,Nigerian Peoples and Culture,10.6
MAT-2024-0871,STA 101,Introductory Statistics,18.9
MAT-2024-0871,CSC 102,Introduction to Problem Solving,12.2
MAT-2024-0871,ENG 101,Engineering Mechanics,19.7
MAT-2024-0871,PHY 102,Practical Physics I,9.5
MAT-2024-0871,CHM 102,Practical Chemistry I,13.1
MAT-2024-0872,GST 101,Use of English,14.9
MAT-2024-0872,PHY 102,Practical Physics I,14.5
MAT-2024-0872,GST 102,Nigerian Peoples and Culture,12.7
MAT-2024-0872,MAT 102,General Mathematics II,14.4
MAT-2024-0872,ENG 101,Engineering Mechanics,21.4
MAT-2024-0872,CHM 101,General Chemistry I,18.9
MAT-2024-0872,CSC 101,Introduction to Computer Science,19.9
MAT-2024-0872,CSC 102,Introduction to Problem Solving,20.4
MAT-2024-0872,STA 101,Introductory Statistics,25.4
MAT-2024-0872,BIO 101,General Biology I,16.7
MAT-2024-0873,CSC 102,Introduction to Problem Solving,21.3
MAT-2024-0874,CHM 101,General Chemistry I,13.3
MAT-2024-0875,MAT 101,General Mathematics I,22.1
MAT-2024-0875,GST 102,Nigerian Peoples and Culture,13.3
MAT-2024-0875,CSC 101,Introduction to Computer Science,16.6
MAT-2024-0875,CHM 101,General Chemistry I,13.4
MAT-2024-0875,MAT 102,General Mathematics II,19.9
MAT-2024-0875,PHY 102,Practical Physics I,26.2
MAT-2024-0875,PHY 101,General Physics I,16.9
MAT-2024-0875,ENG 101,Engineering Mechanics,21.4
MAT-2024-0875,CHM 102,Practical Chemistry I,18.7
MAT-2024-0875,CSC 102,Introduction to Problem Solving,19.7
MAT-2024-0876,GST 102,Nigerian Peoples and Culture,22.7
MAT-2024-0876,MAT 102,General Mathematics II,11.3
MAT-2024-0876,CSC 102,Introduction to Problem Solving,19.6
MAT-2024-0876,PHY 102,Practical Physics I,19.8
MAT-2024-0876,CSC 101,Introduction to Computer Science,21.1
MAT-2024-0877,MAT 101,General Mathematics I,21.9
MAT-2024-0877,BIO 101,General Biology I,17.1
MAT-2024-0878,CSC 101,Introduction to Computer Science,12.6
MAT-2024-0878,MAT 102,General Mathematics II,8.7
MAT-2024-0878,CHM 101,General Chemistry I,12.1
MAT-2024-0878,STA 101,Introductory Statistics,14.6
MAT-2024-0878,GST 101,Use of English,7.4
MAT-2024-0878,GST 102,Nigerian Peoples and Culture,11.5
MAT-2024-0879,MAT 102,General Mathematics II,21.1
MAT-2024-0879,CHM 101,General Chemistry I,20.0
MAT-2024-0879,PHY 101,General Physics I,16.1
MAT-2024-0879,PHY 102,Practical Physics I,25.9
MAT-2024-0879,ENG 101,Engineering Mechanics,15.0
MAT-2024-0880,GST 101,Use of English,9.9
MAT-2024-0880,CSC 102,Introduction to Problem Solving,14.9
MAT-2024-0880,PHY 101,General Physics I,16.0
MAT-2024-0880,STA 101,Introductory Statistics,8.2
MAT-2024-0880,BIO 101,General Biology I,8.9
MAT-2024-0880,CSC 101,Introduction to Computer Science,16.6
MAT-2024-0880,MAT 102,General Mathematics II,16.9
MAT-2024-0880,PHY 102,Practical Physics I,23.1
MAT-2024-0880,CHM 101,General Chemistry I,12.6
MAT-2024-0880,MAT 101,General Mathematics I,6.9
MAT-2024-0881,CHM 102,Practical Chemistry I,22.0
MAT-2024-0881,CHM 101,General Chemistry I,14.4
MAT-2024-0881,MAT 101,General Mathematics I,21.4
MAT-2024-0881,PHY 102,Practical Physics I,15.5
MAT-2024-0881,ENG 101,Engineering Mechanics,22.0
MAT-2024-0881,PHY 101,General Physics I,12.0
MAT-2024-0881,GST 102,Nigerian Peoples and Culture,18.0
MAT-2024-0881,MAT 102,General Mathematics II,18.0
MAT-2024-0881,CSC 101,Introduction to Computer Science,18.9
MAT-2024-0881,CSC 102,Introduction to Problem Solving,15.6
MAT-2024-0882,ENG 101,Engineering Mechanics,22.8
MAT-2024-0882,PHY 101,General Physics I,27.8
MAT-2024-0882,GST 101,Use of English,17.9
MAT-2024-0882,PHY 102,Practical Physics I,17.7
MAT-2024-0882,MAT 101,General Mathematics I,20.6
MAT-2024-0882,MAT 102,General Mathematics II,26.1
MAT-2024-0882,GST 102,Nigerian Peoples and Culture,18.8
MAT-2024-0883,GST 102,Nigerian Peoples and Culture,21.2
MAT-2024-0883,MAT 101,General Mathematics I,17.5
MAT-2024-0883,STA 101,Introductory Statistics,21.4
MAT-2024-0883,MAT 102,General Mathematics II,23.7
MAT-2024-0883,CSC 101,Introduction to Computer Science,17.6
MAT-2024-0884,GST 102,Nigerian Peoples and Culture,15.0
MAT-2024-0884,CSC 102,Introduction to Problem Solving,6.5
MAT-2024-0884,GST 101,Use of English,4.6
MAT-2024-0884,CSC 101,Introduction to Computer Science,3.7
MAT-2024-0884,MAT 101,General Mathematics I,15.0
MAT-2024-0884,ENG 101,Engineering Mechanics,4.5
MAT-2024-0885,MAT 102,General Mathematics II,17.5
MAT-2024-0885,PHY 102,Practical Physics I,17.2
MAT-2024-0885,CSC 102,Introduction to Problem Solving,17.2
MAT-2024-0885,GST 102,Nigerian Peoples and Culture,19.9
MAT-2024-0885,PHY 101,General Physics I,10.7
MAT-2024-0885,GST 101,Use of English,13.4
MAT-2024-0885,BIO 101,General Biology I,14.1
MAT-2024-0885,CSC 101,Introduction to Computer Science,3.4
MAT-2024-0886,CSC 101,Introduction to Computer Science,6.2
MAT-2024-0886,MAT 102,General Mathematics II,0.0
MAT-2024-0886,STA 101,Introductory Statistics,4.3
MAT-2024-0886,PHY 101,General Physics I,7.2
MAT-2024-0886,BIO 101,General Biology I,8.1
MAT-2024-0886,MAT 101,General Mathematics I,8.4
MAT-2024-0886,CHM 101,General Chemistry I,7.6
MAT-2024-0887,CHM 101,General Chemistry I,24.3
MAT-2024-0887,PHY 101,General Physics I,14.1
MAT-2024-0887,ENG 101,Engineering Mechanics,15.9
MAT-2024-0887,GST 102,Nigerian Peoples and Culture,12.5
MAT-2024-0887,CHM 102,Practical Chemistry I,11.5
MAT-2024-0887,CSC 101,Introduction to Computer Science,17.3
MAT-2024-0887,PHY 102,Practical Physics I,18.6
MAT-2024-0888,BIO 101,General Biology I,22.0
MAT-2024-0888,GST 102,Nigerian Peoples and Culture,20.1
MAT-2024-0888,GST 101,Use of English,27.1
MAT-2024-0889,ENG 101,Engineering Mechanics,23.0
MAT-2024-0889,CHM 102,Practical Chemistry I,17.8
MAT-2024-0889,PHY 102,Practical Physics I,12.5
MAT-2024-0889,GST 101,Use of English,21.4
MAT-2024-0889,GST 102,Nigerian Peoples and Culture,22.8
MAT-2024-0889,CSC 102,Introduction to Problem Solving,20.4
MAT-2024-0889,PHY 101,General Physics I,21.8
MAT-2024-0889,MAT 101,General Mathematics I,21.2
MAT-2024-0890,MAT 102,General Mathematics II,24.5
MAT-2024-0890,ENG 101,Engineering Mechanics,23.2
MAT-2024-0890,STA 101,Introductory Statistics,19.4
MAT-2024-0890,PHY 102,Practical Physics I,22.7
MAT-2024-0890,PHY 101,General Physics I,16.2
MAT-2024-0891,CHM 102,Practical Chemistry I,21.6
MAT-2024-0891,ENG 101,Engineering Mechanics,25.8
MAT-2024-0892,STA 101,Introductory Statistics,15.6
MAT-2024-0892,MAT 102,General Mathematics II,13.2
MAT-2024-0892,GST 101,Use of English,11.0
MAT-2024-0892,CSC 102,Introduction to Problem Solving,8.3
MAT-2024-0892,PHY 102,Practical Physics I,16.5
MAT-2024-0892,MAT 101,General Mathematics I,13.1
MAT-2024-0892,ENG 101,Engineering Mechanics,8.5
MAT-2024-0893,CSC 101,Introduction to Computer Science,21.7
MAT-2024-0893,STA 101,Introductory Statistics,15.4
MAT-2024-0893,PHY 102,Practical Physics I,23.0
MAT-2024-0893,BIO 101,General Biology I,20.0
MAT-2024-0893,MAT 102,General Mathematics II,19.7
MAT-2024-0894,MAT 101,General Mathematics I,12.4
MAT-2024-0894,GST 101,Use of English,20.9
MAT-2024-0894,CSC 102,Introduction to Problem Solving,22.8
MAT-2024-0894,STA 101,Introductory Statistics,14.4
MAT-2024-0894,CSC 101,Introduction to Computer Science,16.5
MAT-2024-0894,PHY 101,General Physics I,13.6
MAT-2024-0894,MAT 102,General Mathematics II,11.0
MAT-2024-0894,PHY 102,Practical Physics I,11.5
MAT-2024-0895,GST 101,Use of English,23.4
MAT-2024-0896,CSC 101,Introduction to Computer Science,22.7
MAT-2024-0896,CHM 101,General Chemistry I,19.3
MAT-2024-0896,MAT 101,General Mathematics I,20.8
MAT-2024-0896,STA 101,Introductory Statistics,19.8
MAT-2024-0896,PHY 101,General Physics I,22.9
MAT-2024-0896,CSC 102,Introduction to Problem Solving,16.7
MAT-2024-0896,GST 101,Use of English,23.2
MAT-2024-0896,ENG 101,Engineering Mechanics,25.4
MAT-2024-0896,CHM 102,Practical Chemistry I,24.7
MAT-2024-0896,MAT 102,General Mathematics II,23.1
MAT-2024-0897,CSC 102,Introduction to Problem Solving,8.7
MAT-2024-0897,GST 102,Nigerian Peoples and Culture,0.0
MAT-2024-0897,GST 101,Use of English,9.0
MAT-2024-0897,CHM 102,Practical Chemistry I,17.5
MAT-2024-0898,GST 102,Nigerian Peoples and Culture,23.5
MAT-2024-0898,CHM 101,General Chemistry I,18.6
MAT-2024-0898,MAT 102,General Mathematics II,22.1
MAT-2024-0898,BIO 101,General Biology I,23.7
MAT-2024-0898,CSC 101,Introduction to Computer Science,19.1
MAT-2024-0898,MAT 101,General Mathematics I,22.6
MAT-2024-0898,GST 101,Use of English,18.6
MAT-2024-0898,CSC 102,Introduction to Problem Solving,24.0
MAT-2024-0898,STA 101,Introductory Statistics,27.3
MAT-2024-0899,CHM 101,General Chemistry I,10.7
MAT-2024-0900,MAT 101,General Mathematics I,26.1
MAT-2024-0900,CHM 101,General Chemistry I,12.9
MAT-2024-0900,GST 101,Use of English,18.6
MAT-2024-0901,CHM 101,General Chemistry I,0.0
MAT-2024-0901,MAT 101,General Mathematics I,14.8
MAT-2024-0901,BIO 101,General Biology I,8.6
MAT-2024-0901,CSC 102,Introduction to Problem Solving,10.1
MAT-2024-0901,PHY 101,General Physics I,7.3
MAT-2024-0901,ENG 101,Engineering Mechanics,17.0
MAT-2024-0901,STA 101,Introductory Statistics,11.0
MAT-2024-0901,CSC 101,Introduction to Computer Science,8.7
MAT-2024-0901,CHM 102,Practical Chemistry I,15.7
MAT-2024-0901,PHY 102,Practical Physics I,13.8
MAT-2024-0902,CHM 101,General Chemistry I,21.6
MAT-2024-0903,ENG 101,Engineering Mechanics,8.3
MAT-2024-0903,GST 101,Use of English,15.6
MAT-2024-0903,MAT 102,General Mathematics II,14.0
MAT-2024-0903,GST 102,Nigerian Peoples and Culture,18.0
MAT-2024-0903,PHY 101,General Physics I,19.8
MAT-2024-0903,STA 101,Introductory Statistics,21.5
MAT-2024-0903,CSC 102,Introduction to Problem Solving,14.9
MAT-2024-0903,CHM 101,General Chemistry I,16.7
MAT-2024-0903,BIO 101,General Biology I,15.1
MAT-2024-0903,MAT 101,General Mathematics I,4.7
MAT-2024-0903,CHM 102,Practical Chemistry I,18.9
MAT-2024-0904,GST 102,Nigerian Peoples and Culture,15.4
MAT-2024-0904,BIO 101,General Biology I,18.2
MAT-2024-0904,MAT 102,General Mathematics II,21.5
MAT-2024-0904,MAT 101,General Mathematics I,22.9
MAT-2024-0905,GST 101,Use of English,9.1
MAT-2024-0906,CHM 101,General Chemistry I,22.2
MAT-2024-0906,STA 101,Introductory Statistics,15.6
MAT-2024-0906,BIO 101,General Biology I,21.9
MAT-2024-0906,ENG 101,Engineering Mechanics,23.0
MAT-2024-0906,CSC 101,Introduction to Computer Science,22.4
MAT-2024-0906,MAT 101,General Mathematics I,20.6
MAT-2024-0906,GST 102,Nigerian Peoples and Culture,12.5
MAT-2024-0906,CSC 102,Introduction to Problem Solving,14.8
MAT-2024-0906,PHY 102,Practical Physics I,14.3
MAT-2024-0907,CHM 102,Practical Chemistry I,11.2
MAT-2024-0907,CHM 101,General Chemistry I,16.5
MAT-2024-0907,GST 101,Use of English,11.3
MAT-2024-0907,GST 102,Nigerian Peoples and Culture,18.2
MAT-2024-0907,CSC 102,Introduction to Problem Solving,18.1
MAT-2024-0907,MAT 101,General Mathematics I,12.7
MAT-2024-0908,CHM 101,General Chemistry I,27.1
MAT-2024-0908,ENG 101,Engineering Mechanics,21.7
MAT-2024-0908,MAT 101,General Mathematics I,25.8
MAT-2024-0908,GST 102,Nigerian Peoples and Culture,21.7
MAT-2024-0908,MAT 102,General Mathematics II,19.2
MAT-2024-0908,GST 101,Use of English,28.7
MAT-2024-0908,PHY 101,General Physics I,15.4
MAT-2024-0908,CSC 101,Introduction to Computer Science,30.0
MAT-2024-0908,BIO 101,General Biology I,27.9
MAT-2024-0908,CSC 102,Introduction to Problem Solving,24.7
MAT-2024-0908,CHM 102,Practical Chemistry I,22.2
MAT-2024-0909,GST 102,Nigerian Peoples and Culture,18.9
MAT-2024-0909,CHM 102,Practical Chemistry I,15.6
MAT-2024-0909,PHY 102,Practical Physics I,21.2
MAT-2024-0909,GST 101,Use of English,13.9
MAT-2024-0909,ENG 101,Engineering Mechanics,13.7
MAT-2024-0909,CSC 102,Introduction to Problem Solving,14.8
MAT-2024-0909,CHM 101,General Chemistry I,28.3
MAT-2024-0910,ENG 101,Engineering Mechanics,21.3
MAT-2024-0910,CHM 101,General Chemistry I,21.2
MAT-2024-0910,PHY 102,Practical Physics I,24.2
MAT-2024-0911,BIO 101,General Biology I,13.4
MAT-2024-0911,GST 102,Nigerian Peoples and Culture,15.3
MAT-2024-0911,CSC 101,Introduction to Computer Science,15.3
MAT-2024-0911,GST 101,Use of English,14.4
MAT-2024-0911,CHM 102,Practical Chemistry I,21.4
MAT-2024-0911,PHY 102,Practical Physics I,16.7
MAT-2024-0912,CHM 101,General Chemistry I,16.1
MAT-2024-0912,CSC 102,Introduction to Problem Solving,27.5
MAT-2024-0912,GST 102,Nigerian Peoples and Culture,24.6
MAT-2024-0913,ENG 101,Engineering Mechanics,13.0
MAT-2024-0913,CSC 101,Introduction to Computer Science,16.2
MAT-2024-0913,CHM 102,Practical Chemistry I,21.4
MAT-2024-0914,CSC 101,Introduction to Computer Science,17.8
MAT-2024-0914,STA 101,Introductory Statistics,25.4
MAT-2024-0914,PHY 101,General Physics I,19.0
MAT-2024-0914,GST 102,Nigerian Peoples and Culture,16.1
MAT-2024-0914,PHY 102,Practical Physics I,26.7
MAT-2024-0914,CHM 102,Practical Chemistry I,21.1
MAT-2024-0914,BIO 101,General Biology I,20.0
MAT-2024-0914,MAT 102,General Mathematics II,21.4
MAT-2024-0914,ENG 101,Engineering Mechanics,16.8
MAT-2024-0914,MAT 101,General Mathematics I,18.5
MAT-2024-0915,ENG 101,Engineering Mechanics,16.8
MAT-2024-0915,MAT 102,General Mathematics II,16.1
MAT-2024-0915,CHM 101,General Chemistry I,13.7
MAT-2024-0915,BIO 101,General Biology I,14.4
MAT-2024-0915,CHM 102,Practical Chemistry I,22.9
MAT-2024-0915,CSC 101,Introduction to Computer Science,19.7
MAT-2024-0916,PHY 101,General Physics I,16.2
MAT-2024-0916,CSC 101,Introduction to Computer Science,18.8
MAT-2024-0916,CSC 102,Introduction to Problem Solving,16.1
MAT-2024-0916,MAT 101,General Mathematics I,11.6
MAT-2024-0917,PHY 102,Practical Physics I,14.5
MAT-2024-0917,CHM 101,General Chemistry I,21.4
MAT-2024-0917,MAT 102,General Mathematics II,23.1
MAT-2024-0917,CHM 102,Practical Chemistry I,21.9
MAT-2024-0917,GST 101,Use of English,16.5
MAT-2024-0917,GST 102,Nigerian Peoples and Culture,9.4
MAT-2024-0917,PHY 101,General Physics I,20.2
MAT-2024-0917,STA 101,Introductory Statistics,17.4
MAT-2024-0917,MAT 101,General Mathematics I,14.0
MAT-2024-0917,CSC 101,Introduction to Computer Science,15.7
MAT-2024-0918,CSC 102,Introduction to Problem Solving,21.3
MAT-2024-0918,BIO 101,General Biology I,20.6
MAT-2024-0919,GST 102,Nigerian Peoples and Culture,7.4
MAT-2024-0919,PHY 102,Practical Physics I,13.3
MAT-2024-0919,BIO 101,General Biology I,20.5
MAT-2024-0920,STA 101,Introductory Statistics,13.8
MAT-2024-0920,CSC 101,Introduction to Computer Science,18.9
MAT-2024-0920,ENG 101,Engineering Mechanics,19.2
MAT-2024-0920,BIO 101,General Biology I,20.6
MAT-2024-0920,PHY 102,Practical Physics I,19.4
MAT-2024-0920,CSC 102,Introduction to Problem Solving,25.6
MAT-2024-0920,PHY 101,General Physics I,20.1
MAT-2024-0920,CHM 102,Practical Chemistry I,16.1
MAT-2024-0920,MAT 102,General Mathematics II,18.6
MAT-2024-0920,MAT 101,General Mathematics I,15.9
MAT-2024-0920,CHM 101,General Chemistry I,14.4
MAT-2024-0921,CHM 101,General Chemistry I,7.8
MAT-2024-0922,GST 101,Use of English,16.1
MAT-2024-0922,CSC 102,Introduction to Problem Solving,26.6
MAT-2024-0922,CHM 102,Practical Chemistry I,15.6
MAT-2024-0922,MAT 102,General Mathematics II,17.4
MAT-2024-0922,PHY 102,Practical Physics I,19.7
MAT-2024-0922,PHY 101,General Physics I,13.5
MAT-2024-0922,BIO 101,General Biology I,18.2
MAT-2024-0923,PHY 102,Practical Physics I,15.7
MAT-2024-0923,BIO 101,General Biology I,8.2
MAT-2024-0923,STA 101,Introductory Statistics,10.9
MAT-2024-0923,CSC 102,Introduction to Problem Solving,15.2
MAT-2024-0923,GST 101,Use of English,16.3
MAT-2024-0923,ENG 101,Engineering Mechanics,12.0
MAT-2024-0923,GST 102,Nigerian Peoples and Culture,11.1
MAT-2024-0923,MAT 101,General Mathematics I,7.5
MAT-2024-0924,CSC 102,Introduction to Problem Solving,21.7
MAT-2024-0924,ENG 101,Engineering Mechanics,19.9
MAT-2024-0924,STA 101,Introductory Statistics,21.1
MAT-2024-0924,MAT 102,General Mathematics II,19.9
MAT-2024-0924,GST 102,Nigerian Peoples and Culture,17.9
MAT-2024-0924,MAT 101,General Mathematics I,26.6
MAT-2024-0924,CHM 101,General Chemistry I,25.5
MAT-2024-0924,BIO 101,General Biology I,23.0
MAT-2024-0924,GST 101,Use of English,18.7
MAT-2024-0924,PHY 102,Practical Physics I,22.7
MAT-2024-0925,GST 101,Use of English,19.2
MAT-2024-0926,GST 102,Nigerian Peoples and Culture,19.7
MAT-2024-0926,ENG 101,Engineering Mechanics,15.7
MAT-2024-0926,MAT 101,General Mathematics I,21.3
MAT-2024-0926,MAT 102,General Mathematics II,21.2
MAT-2024-0926,CSC 102,Introduction to Problem Solving,17.3
MAT-2024-0926,CHM 102,Practical Chemistry I,13.9
MAT-2024-0926,PHY 101,General Physics I,13.0
MAT-2024-0926,CSC 101,Introduction to Computer Science,23.1
